"","LCSA","CSAcostFirst_2014","CSApointChangeFirst","CSAcostFirst_2019","CSAstarterOverTotPP_2014","CSAstarterRatioPPchange","CSAstarterOverTotPP_2019","CSAstarterRatioDecade","CSApointcontributionFromExternal_14","CSApointChangeExternal","CSApointcontributionFromExternal_19","CSApointcontributionFromExternal","CSApointcontributionFromForeign_14","CSApointChangeForeign","CSApointcontributionFromForeign_19","CSApointcontributionFromForeign","csaHISPmalePRIMEprev_14","csaPOINTchangeHISPprev","csaHISPmalePRIMEprev_19","csaFERTfemalePREV_14","csaPOINTchangeFERTfemale","csaFERTfemalePREV_19","csaWHITEmaleEARN_14","csaPOINTchangeWHITEmaleEARN","csaWHITEmaleEARN_19","csa65plusPREV_14","csaPOINTchange65plusPREV","csa65plusPREV_19","csaBLACKyouthPREV_14","csaPOINTchangeBLACKyouthPREV","csaBLACKyouthPREV_19","csaASIANyouthPREV_14","csaPOINTchangeASIANyouthPREV","csaASIANyouthPREV_19","csaOCCrmMOREthanONE_14","csaPOINTchangeOCCrmMOREthanONE","csaOCCrmMOREthanONE_19","csaDENSITY_2014","pointCHANGEcsaDENSITY","csaDENSITY_2019"
"17","Bowling Green-Glasgow, KY CSA",21.5222500239441,-1.71329724523691,19.8089527787072,2.77798426233686,1.13802710142403,3.95227066760648,6.58644648071695,2.81623333441841,0.276766810052937,3.09300014447134,5.74426820886178,0.48735345681481,-0.148940277525872,0.338413179288938,0.797219145517667,4.65846828199196,-0.09848532865721,4.55998295333475,24.3526781448854,-0.884523798070006,23.4681543468154,90.8173279125193,-1.05893578081093,89.7583921317083,13.6975790325431,1.21937147048207,14.9169505030252,7.33117014804299,-1.7099818545368,5.62118829350619,2.07462989251673,1.71310360447226,3.78773349698899,1.75510008619864,1.07725451767551,2.83235460387415,3.47088583558207e-05,2.15962929887546e-06,3.68684876546961e-05
"18","Brownsville-Harlingen-Raymondville, TX CSA",22.7078629869922,-1.23167901159592,21.4761839753963,3.48092269244246,0.262914705037643,3.74450034402439,7.06796533244118,-0.970354103760637,-0.761154847069021,-1.73150895082966,-2.68852015205694,0.720559978040077,-0.197836038095801,0.522723939944276,1.23337582204374,89.2033362854084,1.84040000668297,91.0437362920914,20.9862803415523,1.63662619545469,22.622906537007,90.2205008582369,2.54432373706564,92.7648245953025,11.7099270517135,1.46964944393013,13.1795764956436,0.544471110792707,0.189253542355639,0.733724653148346,0.457785578679658,-0.0323735070562732,0.425412071623384,11.5384000767043,-0.600959994487489,10.9374400822168,0.000113921919215898,1.58832943915477e-06,0.000115510248655053
"19","Buffalo-Cheektowaga-Olean, NY CSA",21.9174729441866,-1.30278839890858,20.614684545278,0.86987690118391,-0.0441236110544826,0.825836224929032,1.68112902858165,-0.318254578973141,-0.188414451099823,-0.506669030072965,-0.826971325200013,0.432734051264747,-0.040866929918467,0.39186712134628,0.827385473499893,4.06357993913656,0.826773650656865,4.89035358979343,23.3685948369595,1.67213239453372,25.0407272314932,86.2988073103261,-1.41191662133467,84.8868906889914,16.14787369225,1.69265588790272,17.8405295801527,15.0100749200619,-0.188819662863613,14.8212552571983,2.90072119311949,0.912365186692867,3.81308637981236,0.981601449087645,0.351645589938955,1.3332470390266,0.000163269194779033,-1.04379198235778e-06,0.000162225402796676
"20","Burlington-South Burlington-Barre, VT CSA",24.5318264823506,-0.993341765844047,23.5384847165065,1.53121987183123,0.0555860723586358,1.58711607685475,3.05969800383339,0.639765760819837,0.236702386472998,0.876468147292836,1.50720767856821,0.426754506359228,0.200376675194888,0.627131181554116,1.04786475905245,1.61048481146221,0.16600528632099,1.7764900977832,22.1298856587699,1.39925656996911,23.529142228739,96.5763266115047,-2.9034013809748,93.6729252305299,13.1803941088631,2.67150425077524,15.8518983596383,2.41055294542826,0.655304807929492,3.06585775335775,1.982291290206,0.801209930795221,2.78350122100122,1.21254177242928,0.225590965978104,1.43813273840739,5.43962816294994e-05,7.78440703344652e-07,5.5174722332844e-05
"21","Cape Coral-Fort Myers-Naples, FL CSA",24.3583887805438,-2.63749537171675,21.720893408827,2.9095319537473,3.48449382957175,6.3989193421078,9.13906732293318,2.6638860277796,0.336668921796532,3.00055494957613,5.36491848851916,0.849577955073996,0.188038579987857,1.03761653506185,1.79166949360416,30.9393791178755,3.99043227519664,34.9298113930722,21.2018710275629,1.33524358854933,22.5371146161123,85.9017432646593,-0.92768107388892,84.9740621907703,25.469331273986,3.20984409458176,28.6791753685677,13.4229955135152,-0.261568762906839,13.1614267506083,1.70344639005074,-0.3931455132982,1.31030087675254,3.14354396320669,-0.049940916883763,3.09360304632293,0.000100101899240172,1.26811167165472e-05,0.000112783015956719
"22","Cape Girardeau-Sikeston, MO-IL CSA",20.5216034492583,-1.26133508137712,19.2602683678812,1.28080306184113,-0.279621048133012,1.00876115614509,2.25824940637026,1.46278155795401,-1.14717061480823,0.315610943145786,1.78674139075289,0.364412247771,0.0205151174675522,0.384927365238552,0.75141951183541,2.20640569395018,0.604486513353122,2.8108922073033,24.3971720742331,-0.0871309702988192,24.3100411039342,90.7235621521336,-1.48150836240252,89.2420537897311,15.4271426790729,1.77378056348474,17.2009232425576,13.740507561498,-2.01971002973277,11.7207975317653,0.464074771207893,0.166253995006486,0.630328766214378,2.14818894945773,-0.0326589035016687,2.11553004595606,2.84339017959009e-05,-1.61366729161979e-07,2.82725350667389e-05
"23","Cedar Rapids-Iowa City, IA CSA",21.3584882031167,-0.774878751348577,20.5836094517681,3.05346899375326,-0.377619790312746,2.7137959594477,5.59900611220029,1.27696137935631,-1.05868913351187,0.218272245844432,1.43555977074607,0.585759916979659,0.0506783882112272,0.636438305190886,1.19482499648314,3.59260137538534,0.697924152598377,4.29052552798372,24.6628243193418,1.05183840132479,25.7146627206665,93.5909892403469,-2.87662214452828,90.7143670958186,12.6977628725868,1.93626725449694,14.6340301270837,6.75733685125274,1.64633212716863,8.40366897842136,2.8499335155113,0.0380650201514121,2.88799853566271,1.40121217849506,0.316419351466192,1.71763152996125,5.08250034238359e-05,2.49154270862746e-06,5.33165461324633e-05
"24","Charleston-Huntington-Ashland, WV-OH-KY CSA",18.9906713843486,-0.485070896310578,18.505600488038,0.441701989521552,-0.106368812940285,0.337077165270998,0.776282890820336,-0.407769597968477,-0.34003861567514,-0.747808213643617,-1.16949982829323,0.147358654116153,0.00553611993794445,0.152894774054098,0.305284528210412,0.887378517436321,0.504176838417879,1.3915553558542,20.9451834051083,1.69763902894714,22.6428224340554,94.866786330201,-0.470117199106369,94.3966691310946,16.7139346273726,2.36094350485945,19.0748781322321,2.38547031715912,0.796182351429669,3.18165266858879,0.530857504292039,0.0696570519181526,0.600514556210192,1.2339648677197,-0.0490890155398795,1.18487585217982,4.4492497406304e-05,-1.46890587708466e-06,4.30235915292193e-05
"25","Charlotte-Concord, NC-SC CSA",22.8492443712932,-2.45003861824116,20.3992057530521,3.79576264464217,2.57415845938597,6.40922318626513,9.93467329008168,0.965834179673185,0.349710568926428,1.31554474859961,2.2023856404545,0.408337165689047,0.0686208339789056,0.476957999667952,0.851898236634619,10.1917128576866,0.27446373287024,10.4661765905568,21.1171225917323,1.57757715311156,22.6946997448438,74.8608428944678,-2.58277303146137,72.2780698630064,11.9698410263039,1.66264345286543,13.6324844791694,24.2436859747552,-0.14888696920687,24.0947990055484,2.89823844001575,0.772567634151959,3.67080607416771,2.38138837484354,0.0320904979504357,2.41347887279398,0.000148475312380292,1.32250927900239e-05,0.000161700405170316
"26","Chattanooga-Cleveland-Dalton, TN-GA-AL CSA",21.3762976049028,-2.13929391722599,19.2370036876768,1.47841351692358,1.12287587111096,2.61548943098063,4.04622231660163,0.24121797369032,-0.152957736462152,0.0882602372281681,0.323492956449329,0.179339464126205,0.0222200558916009,0.201559520017806,0.37644909878623,8.76558846941381,1.2515407867582,10.017129256172,21.5396605323665,1.5087145649298,23.0483750972963,87.9972788729999,-0.0933284918736206,87.9039503811263,15.0275403907696,2.04267741076175,17.0702178015313,10.3914916163878,-0.930139982378257,9.46135163400952,1.11311467003948,0.319938909569323,1.43305357960881,2.45424509619995,-0.0082860503988007,2.44595904580115,6.56325224441969e-05,1.66995199299633e-06,6.73024744371932e-05
"27","Chicago-Naperville, IL-IN-WI CSA",25.6550439628631,-2.69878259371776,22.9562613691453,0.720461724314992,0.275147150987483,0.999477740762905,1.71159864898111,-0.900320150334318,-0.424222367562731,-1.32454251789705,-2.22588306346221,0.567182701697585,-0.00606879093826473,0.56111391075932,1.12893943992624,22.3101825109076,1.30069342411738,23.610875935025,23.0155023691538,0.744812155198446,23.7603145243522,72.1975509987798,-2.71354497463609,69.4840060241437,12.120171783094,2.09157373533282,14.2117455184268,18.4797078199133,-1.0840634556985,17.3956443642148,5.17775173541976,0.38189473780211,5.55964647322187,3.16681929381227,-0.381601072936185,2.78521822087609,0.000443919162280188,-5.02554776102542e-07,0.000443416607504085
"28","Cincinnati-Wilmington-Maysville, OH-KY-IN CSA",22.5821589540968,-2.35231667567021,20.2298422784266,1.51306494017491,0.593026308983611,2.12227641537589,3.60748781170386,0.0826542212594787,0.146732489969368,0.229386711228847,0.310331115692555,0.35392266545862,0.0799481888498558,0.433870854308476,0.780472140307173,3.00818808820032,0.441261536219521,3.44944962441984,22.4315928567565,0.759185052100754,23.1907779088572,86.2925482980681,-1.03588826238384,85.2566600356842,12.9407210883985,1.93761897556087,14.8783400639594,14.079695554198,-0.646370401559384,13.4333251526386,2.11373531154203,0.40117259943952,2.51490791098155,1.44780026246534,-0.0051283798689794,1.44267188259636,0.000164433114356767,3.47337783965229e-06,0.000167906492196419
"29","Cleveland-Akron-Canton, OH CSA",22.8150153885735,-2.24144391865319,20.5735714699203,0.921506360926572,0.274608456139063,1.20380156774158,2.1190027596315,-0.419993039736251,-0.0153290822445024,-0.435322121980753,-0.857393739706206,0.317109395278022,-0.00523641566740923,0.311872979610613,0.630551773775835,3.93161771656692,0.985855352354482,4.91747306892141,21.8329756595888,1.88998317252273,23.7229588321115,83.982470806946,-1.16513000126311,82.8173408056829,15.8621911623975,2.15902742875957,18.0212185911571,17.6640363044191,-0.0115056241923774,17.6525306802267,1.64855469683494,0.232923358650601,1.88147805548554,1.06495223315639,0.0756505328305608,1.14060276598695,0.000217040428123947,-1.06885997001288e-06,0.000215971568153934
"30","Columbia-Moberly-Mexico, MO CSA",22.8287160159228,-1.39017294129801,21.4385430746247,3.42770986611701,-0.0443871610282664,3.45401843583465,6.68749099812761,1.78061495214294,-1.21240648919763,0.568208462945305,2.28612070717334,0.596238673692994,0.180260787016993,0.776499460709987,1.35174214121583,2.89722606015517,0.340416485761814,3.23764254591698,25.9359262180693,1.30372680296293,27.2396530210322,88.0596008629989,-1.66319803664818,86.3964028263507,11.6862443292288,1.79644947399213,13.4826938032209,9.00107492409527,0.151023795171813,9.15209871926709,2.55718784770023,0.198725025067837,2.75591287276807,1.20796984839502,0.479039165924231,1.68700901431925,3.29942638733002e-05,1.20426971602638e-06,3.41985335893266e-05
"31","Columbia-Orangeburg-Newberry, SC CSA",22.3470408266934,-1.62349188714509,20.7235489395483,1.7930620894364,1.21773019849416,3.02353559876379,4.73233389284711,2.20326329915911,0.0931920346794031,2.29645533383851,4.41483539614381,0.434785464241851,-0.0211709151132833,0.413614549128568,0.831649406415762,6.65038586630101,0.0459996622013072,6.69638552850232,23.1625209146682,0.965361786269341,24.1278827009375,62.5259693852112,-0.350647522827906,62.1753218623833,12.890111465892,2.15442318567688,15.0445346515688,40.3533575655679,-1.33100258844446,39.0223549771235,1.4591881086916,0.326839437950409,1.78602754664201,1.61623198502199,0.259855737831087,1.87608772285307,6.48507733718265e-05,2.59856276700565e-06,6.74493361388322e-05
"32","Columbus-Auburn-Opelika, GA-AL CSA",24.8213448980609,-2.35704796147953,22.4642969365814,2.73393126197164,0.550935604501983,3.3556771358561,5.98035144717569,2.25410045527677,-0.547384756336536,1.70671569894024,3.91517096199799,0.860058100430745,-0.0983353210539433,0.761722779376801,1.60436483376497,7.58423191042832,0.0731327667895512,7.65736467721787,25.3203665058041,-0.0544987446861782,25.2658677611179,56.62274733663,0.673074624318936,57.295821960949,11.4651478477038,1.84389630146039,13.3090441491642,40.4016863494724,-1.21044067077495,39.1912456786974,1.98137334485498,0.659349379258992,2.64072272411397,2.00721133875015,0.39451314125157,2.40172448000172,4.71830163309711e-05,9.75196503151611e-07,4.81582128341227e-05
"33","Columbus-Marion-Zanesville, OH CSA",22.9768584542795,-2.10168036765478,20.8751780866247,1.56744977936176,0.471677279466791,2.05920823913783,3.57552382946275,0.674711185621007,-0.287638026294567,0.387073159326439,1.0271023772629,0.440174999096957,0.0525148731471321,0.492689872244089,0.910238693771194,3.56649602703351,0.433667070578468,4.00016309761198,23.6194662082629,0.677426462958231,24.2968926712211,83.5788535430795,-2.52349923505429,81.0553543080252,12.0279845687958,1.63757392817301,13.6655584969688,14.9369441686559,1.5453348455364,16.4822790141923,2.73699627509383,0.743073525733124,3.48006980082695,1.79405294630567,0.0999692267924326,1.8940221730981,0.000107308126622415,5.8148235666601e-06,0.000113122950189075
"34","Corpus Christi-Kingsville-Alice, TX CSA",21.9481482277006,-0.524095090483971,21.4240531372166,2.69395132540407,0.574571919146888,3.27509773806199,5.86341105836359,0.73357530997284,-0.437558037020324,0.296017272952516,1.01100424185859,0.287275583868989,0.0955535513842655,0.382829135253254,0.662825334905634,60.9698686428422,3.1189145673449,64.0887832101871,24.7538118783181,-1.02343180308132,23.7303800752367,87.2730493313258,2.36848907994103,89.6415384112669,13.3729620214454,1.46500128650259,14.837963307948,3.57534154685509,-0.632303336508281,2.94303821034681,1.0300441979891,0.42732568501917,1.45736988300827,5.22588024292933,-0.135849801930526,5.0900304409988,2.97843388228484e-05,7.7433781672159e-07,3.055867663957e-05
"35","Dallas-Fort Worth, TX-OK CSA",23.0784999695619,-1.12046123254354,21.9580387370183,3.23308487374674,2.22887088927939,5.54169183674628,8.53849243995997,0.19720811004148,0.427152554266213,0.624360664307693,0.803856693802401,0.620987392962657,0.108769887084476,0.729757280047134,1.29497121257568,27.9074615660178,1.15420268235843,29.0616642483762,22.7510926330916,0.332966874545633,23.0840595076373,73.6253929539842,-2.09353277166051,71.5318601823237,10.0367536372745,1.45333047316849,11.490084110443,15.2432284752045,0.180492435624299,15.4237209108288,5.01950897225737,1.02696498951413,6.0464739617715,4.5012060613775,0.0320881893186638,4.53329425069616,0.000166239990396247,1.64040180068706e-05,0.000182644008403118
"36","Davenport-Moline, IA-IL CSA",20.3545347856383,-0.957509543042359,19.397025242596,1.31377292837383,-0.0616729017366742,1.25902874925058,2.55612337149437,-0.870237456540933,-0.0389422434000405,-0.909179699940973,-1.78396259666139,0.32929616377362,-0.0390465958569197,0.2902495679167,0.621265717428138,8.41468729570713,1.30769386374634,9.72238115945346,21.6945688144832,1.11889480331348,22.8134636177966,90.1727146897755,-1.74864982638384,88.4240648633917,15.7397139616377,1.98890317777373,17.7286171394114,9.5187079117001,-0.275326374621116,9.24338153707898,1.78076272101984,0.497987588468379,2.27875030948822,1.41510669621573,-0.0762293136237635,1.33887738259197,5.37294554072583e-05,-2.7918244211834e-07,5.34502729651399e-05
